"","fulltag_clean","grp","julian","present","grpsize","mom_in_grp","fem_sibs_in_grp","same_cohort_count","no_ewes","no_rams","no_lambs","focal_animal_age","focal_lamb_status","choice_set","year_in","animal_day","grp_day"
"1","LONGHORN","1",316,1,1,0,1,1,0,1,0,2,NA,1,1989,"LONGHORN_316","1_316"
"2","LONGHORN","10",316,0,1,0,0,0,1,0,0,2,NA,1,1989,"LONGHORN_316","10_316"
"3","LONGHORN","11",316,0,1,0,0,0,0,1,0,2,NA,1,1989,"LONGHORN_316","11_316"
"4","LONGHORN","12",316,0,1,0,0,0,1,0,0,2,NA,1,1989,"LONGHORN_316","12_316"
"5","LONGHORN","13",316,0,9,1,0,0,5,4,0,2,NA,1,1989,"LONGHORN_316","13_316"
"6","LONGHORN","14",316,0,2,0,0,0,1,1,0,2,NA,1,1989,"LONGHORN_316","14_316"
"7","LONGHORN","2",316,0,1,0,0,1,0,1,0,2,NA,1,1989,"LONGHORN_316","2_316"
"8","LONGHORN","3",316,0,5,0,1,2,3,2,0,2,NA,1,1989,"LONGHORN_316","3_316"
"9","LONGHORN","36",316,0,6,0,2,2,4,2,0,2,NA,1,1989,"LONGHORN_316","36_316"
"10","LONGHORN","4",316,0,3,0,1,0,2,1,0,2,NA,1,1989,"LONGHORN_316","4_316"
"11","LONGHORN","5",316,0,4,0,1,0,1,3,0,2,NA,1,1989,"LONGHORN_316","5_316"
"12","LONGHORN","6",316,0,1,0,0,0,0,1,0,2,NA,1,1989,"LONGHORN_316","6_316"
"13","LONGHORN","7",316,0,2,0,0,0,0,2,0,2,NA,1,1989,"LONGHORN_316","7_316"
"14","LONGHORN","8",316,0,4,0,1,1,4,0,0,2,NA,1,1989,"LONGHORN_316","8_316"
"15","LONGHORN","9",316,0,1,0,0,0,0,1,0,2,NA,1,1989,"LONGHORN_316","9_316"
"16","LONGHORN","unobs",316,0,22,0,-5,1,15,11,0,2,NA,1,1989,"LONGHORN_316","unobs_316"
"17","SHORTHORN","1",316,0,1,0,0,1,0,1,0,2,NA,2,1989,"SHORTHORN_316","1_316"
"18","SHORTHORN","10",316,0,1,0,0,0,1,0,0,2,NA,2,1989,"SHORTHORN_316","10_316"
"19","SHORTHORN","11",316,0,1,0,0,0,0,1,0,2,NA,2,1989,"SHORTHORN_316","11_316"
"20","SHORTHORN","12",316,0,1,0,0,0,1,0,0,2,NA,2,1989,"SHORTHORN_316","12_316"
"21","SHORTHORN","13",316,0,9,0,0,0,5,4,0,2,NA,2,1989,"SHORTHORN_316","13_316"
"22","SHORTHORN","14",316,0,2,0,0,0,1,1,0,2,NA,2,1989,"SHORTHORN_316","14_316"
"23","SHORTHORN","2",316,1,1,0,1,1,0,1,0,2,NA,2,1989,"SHORTHORN_316","2_316"
"24","SHORTHORN","3",316,0,5,0,1,2,3,2,0,2,NA,2,1989,"SHORTHORN_316","3_316"
"25","SHORTHORN","36",316,0,6,0,1,2,4,2,0,2,NA,2,1989,"SHORTHORN_316","36_316"
"26","SHORTHORN","4",316,0,3,1,1,0,2,1,0,2,NA,2,1989,"SHORTHORN_316","4_316"
"27","SHORTHORN","5",316,0,4,0,1,0,1,3,0,2,NA,2,1989,"SHORTHORN_316","5_316"
"28","SHORTHORN","6",316,0,1,0,0,0,0,1,0,2,NA,2,1989,"SHORTHORN_316","6_316"
"29","SHORTHORN","7",316,0,2,0,0,0,0,2,0,2,NA,2,1989,"SHORTHORN_316","7_316"
"30","SHORTHORN","8",316,0,4,0,1,1,4,0,0,2,NA,2,1989,"SHORTHORN_316","8_316"
"31","SHORTHORN","9",316,0,1,0,0,0,0,1,0,2,NA,2,1989,"SHORTHORN_316","9_316"
"32","SHORTHORN","unobs",316,0,22,0,-2,1,15,11,0,2,NA,2,1989,"SHORTHORN_316","unobs_316"
"33","LUM","1",316,0,1,0,0,0,0,1,0,4,NA,3,1989,"LUM_316","1_316"
"34","LUM","10",316,0,1,0,0,0,1,0,0,4,NA,3,1989,"LUM_316","10_316"
"35","LUM","11",316,0,1,0,0,0,0,1,0,4,NA,3,1989,"LUM_316","11_316"
"36","LUM","12",316,0,1,0,0,0,1,0,0,4,NA,3,1989,"LUM_316","12_316"
"37","LUM","13",316,0,9,0,0,0,5,4,0,4,NA,3,1989,"LUM_316","13_316"
"38","LUM","14",316,0,2,0,0,0,1,1,0,4,NA,3,1989,"LUM_316","14_316"
"39","LUM","2",316,0,1,0,1,0,0,1,0,4,NA,3,1989,"LUM_316","2_316"
"40","LUM","3",316,1,5,0,1,1,3,2,0,4,NA,3,1989,"LUM_316","3_316"
"41","LUM","36",316,0,6,0,1,0,4,2,0,4,NA,3,1989,"LUM_316","36_316"
"42","LUM","4",316,0,3,1,1,0,2,1,0,4,NA,3,1989,"LUM_316","4_316"
"43","LUM","5",316,0,4,0,1,0,1,3,0,4,NA,3,1989,"LUM_316","5_316"
"44","LUM","6",316,0,1,0,0,0,0,1,0,4,NA,3,1989,"LUM_316","6_316"
"45","LUM","7",316,0,2,0,0,0,0,2,0,4,NA,3,1989,"LUM_316","7_316"
