"","fulltag_clean","grp","julian","present","grpsize","mom_in_grp","fem_sibs_in_grp","same_cohort_count","no_ewes","no_rams","no_lambs","focal_animal_age","focal_lamb_status","choice_set","year_in","animal_day","grp_day"
"38","QUARK","3",107,0,4,0,1,0,0,0,0,4,0,13,2015,"QUARK_107","3_107"
"39","QUARK","4",107,0,46,0,7,0,0,0,0,4,0,13,2015,"QUARK_107","4_107"
"40","QUARK","unobs",107,0,98,1,-18,10,32,79,0,4,0,13,2015,"QUARK_107","unobs_107"
"41","SALLY","1",107,0,4,0,3,0,0,0,0,3,0,14,2015,"SALLY_107","1_107"
"42","SALLY","2",107,1,26,0,15,0,0,0,0,3,0,14,2015,"SALLY_107","2_107"
"43","SALLY","3",107,0,4,0,0,0,0,0,0,3,0,14,2015,"SALLY_107","3_107"
"44","SALLY","4",107,0,46,1,5,0,0,0,0,3,0,14,2015,"SALLY_107","4_107"
"45","SALLY","unobs",107,0,98,0,-18,19,32,79,0,3,0,14,2015,"SALLY_107","unobs_107"
"46","SIS","1",107,0,4,0,0,0,0,0,0,13,NA,23,2015,"SIS_107","1_107"
"47","SIS","2",107,0,26,0,0,0,0,0,0,13,NA,23,2015,"SIS_107","2_107"
"48","SIS","3",107,1,4,0,1,0,0,0,0,13,NA,23,2015,"SIS_107","3_107"
"49","SIS","4",107,0,46,0,0,0,0,0,0,13,NA,23,2015,"SIS_107","4_107"
"50","SIS","unobs",107,0,98,1,1,2,32,79,0,13,NA,23,2015,"SIS_107","unobs_107"
"51","WOBBLE","1",107,0,4,0,3,0,0,0,0,3,NA,24,2015,"WOBBLE_107","1_107"
"52","WOBBLE","2",107,0,26,0,16,0,0,0,0,3,NA,24,2015,"WOBBLE_107","2_107"
"53","WOBBLE","3",107,1,4,0,1,0,0,0,0,3,NA,24,2015,"WOBBLE_107","3_107"
"54","WOBBLE","4",107,0,46,0,7,0,0,0,0,3,NA,24,2015,"WOBBLE_107","4_107"
"55","WOBBLE","unobs",107,0,98,1,-18,19,32,79,0,3,NA,24,2015,"WOBBLE_107","unobs_107"
"56","FIVE","1",107,0,4,0,3,0,0,0,0,4,0,25,2015,"FIVE_107","1_107"
"57","FIVE","2",107,0,26,0,14,0,0,0,0,4,0,25,2015,"FIVE_107","2_107"
"58","FIVE","3",107,1,4,0,1,0,0,0,0,4,0,25,2015,"FIVE_107","3_107"
"59","FIVE","4",107,0,46,1,5,0,0,0,0,4,0,25,2015,"FIVE_107","4_107"
"60","FIVE","unobs",107,0,98,0,-19,10,32,79,0,4,0,25,2015,"FIVE_107","unobs_107"
"61","NEEDLES","1",107,0,4,0,3,0,0,0,0,2,0,26,2015,"NEEDLES_107","1_107"
"62","NEEDLES","2",107,0,26,0,14,0,0,0,0,2,0,26,2015,"NEEDLES_107","2_107"
"63","NEEDLES","3",107,1,4,0,1,0,0,0,0,2,0,26,2015,"NEEDLES_107","3_107"
"64","NEEDLES","4",107,0,46,0,6,0,0,0,0,2,0,26,2015,"NEEDLES_107","4_107"
"65","NEEDLES","unobs",107,0,98,1,-18,18,32,79,0,2,0,26,2015,"NEEDLES_107","unobs_107"
"66","PLUMA","1",107,0,4,0,0,0,0,0,0,14,0,27,2015,"PLUMA_107","1_107"
"67","PLUMA","2",107,0,26,0,0,0,0,0,0,14,0,27,2015,"PLUMA_107","2_107"
"68","PLUMA","3",107,0,4,0,0,0,0,0,0,14,0,27,2015,"PLUMA_107","3_107"
"69","PLUMA","4",107,1,46,0,1,0,0,0,0,14,0,27,2015,"PLUMA_107","4_107"
"70","PLUMA","unobs",107,0,98,1,1,1,32,79,0,14,0,27,2015,"PLUMA_107","unobs_107"
"71","MOUND","1",107,0,4,0,0,0,0,0,0,8,0,28,2015,"MOUND_107","1_107"
"72","MOUND","2",107,0,26,0,0,0,0,0,0,8,0,28,2015,"MOUND_107","2_107"
"73","MOUND","3",107,0,4,0,0,0,0,0,0,8,0,28,2015,"MOUND_107","3_107"
"74","MOUND","4",107,1,46,0,3,0,0,0,0,8,0,28,2015,"MOUND_107","4_107"
"75","MOUND","unobs",107,0,98,1,2,6,32,79,0,8,0,28,2015,"MOUND_107","unobs_107"
"76","TURNIP","1",107,0,4,0,3,0,0,0,0,11,0,29,2015,"TURNIP_107","1_107"
"77","TURNIP","2",107,0,26,0,16,0,0,0,0,11,0,29,2015,"TURNIP_107","2_107"
"78","TURNIP","3",107,0,4,0,1,0,0,0,0,11,0,29,2015,"TURNIP_107","3_107"
"79","TURNIP","4",107,1,46,0,7,0,0,0,0,11,0,29,2015,"TURNIP_107","4_107"
"80","TURNIP","unobs",107,0,98,1,-18,3,32,79,0,11,0,29,2015,"TURNIP_107","unobs_107"
"81","TOAD","1",107,0,4,0,0,0,0,0,0,11,0,30,2015,"TOAD_107","1_107"
"82","TOAD","2",107,0,26,0,0,0,0,0,0,11,0,30,2015,"TOAD_107","2_107"
"83","TOAD","3",107,0,4,0,0,0,0,0,0,11,0,30,2015,"TOAD_107","3_107"
"84","TOAD","4",107,1,46,0,1,0,0,0,0,11,0,30,2015,"TOAD_107","4_107"
"85","TOAD","unobs",107,0,98,1,0,3,32,79,0,11,0,30,2015,"TOAD_107","unobs_107"
"86","BOX","1",107,0,4,0,3,0,0,0,0,6,0,31,2015,"BOX_107","1_107"
"87","BOX","2",107,0,26,0,14,0,0,0,0,6,0,31,2015,"BOX_107","2_107"
"88","BOX","3",107,0,4,0,0,0,0,0,0,6,0,31,2015,"BOX_107","3_107"
"89","BOX","4",107,1,46,1,7,0,0,0,0,6,0,31,2015,"BOX_107","4_107"
"90","BOX","unobs",107,0,98,0,-17,14,32,79,0,6,0,31,2015,"BOX_107","unobs_107"
"91","METRIC","1",107,0,4,0,3,0,0,0,0,4,0,32,2015,"METRIC_107","1_107"
"92","METRIC","2",107,0,26,0,14,0,0,0,0,4,0,32,2015,"METRIC_107","2_107"
"93","METRIC","3",107,0,4,0,0,0,0,0,0,4,0,32,2015,"METRIC_107","3_107"
"94","METRIC","4",107,1,46,0,6,0,0,0,0,4,0,32,2015,"METRIC_107","4_107"
"95","METRIC","unobs",107,0,98,1,-19,10,32,79,0,4,0,32,2015,"METRIC_107","unobs_107"
"96","CRANE","1",107,0,4,0,0,0,0,0,0,7,0,33,2015,"CRANE_107","1_107"
"97","CRANE","2",107,0,26,0,0,0,0,0,0,7,0,33,2015,"CRANE_107","2_107"
"98","CRANE","3",107,0,4,0,0,0,0,0,0,7,0,33,2015,"CRANE_107","3_107"
"99","CRANE","4",107,1,46,0,1,0,0,0,0,7,0,33,2015,"CRANE_107","4_107"
"100","CRANE","unobs",107,0,98,1,0,8,32,79,0,7,0,33,2015,"CRANE_107","unobs_107"
"101","CORN","1",107,0,4,0,3,0,0,0,0,7,0,34,2015,"CORN_107","1_107"
"102","CORN","2",107,0,26,0,14,0,0,0,0,7,0,34,2015,"CORN_107","2_107"
"103","CORN","3",107,0,4,0,0,0,0,0,0,7,0,34,2015,"CORN_107","3_107"
"104","CORN","4",107,1,46,0,7,0,0,0,0,7,0,34,2015,"CORN_107","4_107"
"105","CORN","unobs",107,0,98,1,-18,8,32,79,0,7,0,34,2015,"CORN_107","unobs_107"
"106","NORMA JEAN","1",107,0,4,0,3,0,0,0,0,4,0,35,2015,"NORMA JEAN_107","1_107"
"107","NORMA JEAN","2",107,0,26,0,14,0,0,0,0,4,0,35,2015,"NORMA JEAN_107","2_107"
"108","NORMA JEAN","3",107,0,4,0,0,0,0,0,0,4,0,35,2015,"NORMA JEAN_107","3_107"
"109","NORMA JEAN","4",107,1,46,1,6,0,0,0,0,4,0,35,2015,"NORMA JEAN_107","4_107"
"110","NORMA JEAN","unobs",107,0,98,0,-20,10,32,79,0,4,0,35,2015,"NORMA JEAN_107","unobs_107"
"111","CUPS","1",107,0,4,0,3,0,0,0,0,4,0,36,2015,"CUPS_107","1_107"
"112","CUPS","2",107,0,26,0,14,0,0,0,0,4,0,36,2015,"CUPS_107","2_107"
"113","CUPS","3",107,0,4,0,0,0,0,0,0,4,0,36,2015,"CUPS_107","3_107"
"114","CUPS","4",107,1,46,1,6,0,0,0,0,4,0,36,2015,"CUPS_107","4_107"
"115","CUPS","unobs",107,0,98,0,-20,10,32,79,0,4,0,36,2015,"CUPS_107","unobs_107"
"116","WAVE","1",107,0,4,0,0,0,0,0,0,12,0,37,2015,"WAVE_107","1_107"
"117","WAVE","2",107,0,26,0,0,0,0,0,0,12,0,37,2015,"WAVE_107","2_107"
"118","WAVE","3",107,0,4,0,0,0,0,0,0,12,0,37,2015,"WAVE_107","3_107"
"119","WAVE","4",107,1,46,0,3,0,0,0,0,12,0,37,2015,"WAVE_107","4_107"
"120","WAVE","unobs",107,0,98,1,2,3,32,79,0,12,0,37,2015,"WAVE_107","unobs_107"
"121","PUDGE","1",107,0,4,0,3,0,0,0,0,6,0,38,2015,"PUDGE_107","1_107"
"122","PUDGE","2",107,0,26,0,14,0,0,0,0,6,0,38,2015,"PUDGE_107","2_107"
"123","PUDGE","3",107,0,4,0,0,0,0,0,0,6,0,38,2015,"PUDGE_107","3_107"
"124","PUDGE","4",107,1,46,1,6,0,0,0,0,6,0,38,2015,"PUDGE_107","4_107"
"125","PUDGE","unobs",107,0,98,0,-17,14,32,79,0,6,0,38,2015,"PUDGE_107","unobs_107"
"126","WONKY","1",107,0,4,0,3,0,0,0,0,5,0,39,2015,"WONKY_107","1_107"
"127","WONKY","2",107,0,26,0,14,0,0,0,0,5,0,39,2015,"WONKY_107","2_107"
"128","WONKY","3",107,0,4,0,0,0,0,0,0,5,0,39,2015,"WONKY_107","3_107"
"129","WONKY","4",107,1,46,1,7,0,0,0,0,5,0,39,2015,"WONKY_107","4_107"
"130","WONKY","unobs",107,0,98,0,-17,8,32,79,0,5,0,39,2015,"WONKY_107","unobs_107"
"131","WARP","1",107,0,4,0,3,0,0,0,0,6,0,40,2015,"WARP_107","1_107"
"132","WARP","2",107,0,26,0,14,0,0,0,0,6,0,40,2015,"WARP_107","2_107"
"133","WARP","3",107,0,4,0,0,0,0,0,0,6,0,40,2015,"WARP_107","3_107"
"134","WARP","4",107,1,46,0,6,0,0,0,0,6,0,40,2015,"WARP_107","4_107"
"135","WARP","unobs",107,0,98,1,-18,14,32,79,0,6,0,40,2015,"WARP_107","unobs_107"
"136","HARMONICA","1",107,0,4,0,3,0,0,0,0,8,0,41,2015,"HARMONICA_107","1_107"
"137","HARMONICA","2",107,0,26,0,14,0,0,0,0,8,0,41,2015,"HARMONICA_107","2_107"
"138","HARMONICA","3",107,0,4,0,0,0,0,0,0,8,0,41,2015,"HARMONICA_107","3_107"
"139","HARMONICA","4",107,1,46,1,7,0,0,0,0,8,0,41,2015,"HARMONICA_107","4_107"
"140","HARMONICA","unobs",107,0,98,0,-17,6,32,79,0,8,0,41,2015,"HARMONICA_107","unobs_107"
"141","BERTHA","1",107,0,4,0,3,0,0,0,0,5,NA,42,2015,"BERTHA_107","1_107"
"142","BERTHA","2",107,0,26,0,14,0,0,0,0,5,NA,42,2015,"BERTHA_107","2_107"
"143","BERTHA","3",107,0,4,0,0,0,0,0,0,5,NA,42,2015,"BERTHA_107","3_107"
"144","BERTHA","4",107,1,46,0,7,0,0,0,0,5,NA,42,2015,"BERTHA_107","4_107"
"145","BERTHA","unobs",107,0,98,1,-18,8,32,79,0,5,NA,42,2015,"BERTHA_107","unobs_107"
"146","BAR","1",107,0,4,0,3,0,0,0,0,4,NA,43,2015,"BAR_107","1_107"
"147","BAR","2",107,0,26,0,14,0,0,0,0,4,NA,43,2015,"BAR_107","2_107"
"148","BAR","3",107,0,4,0,0,0,0,0,0,4,NA,43,2015,"BAR_107","3_107"
"149","BAR","4",107,1,46,0,7,0,0,0,0,4,NA,43,2015,"BAR_107","4_107"
"150","BAR","unobs",107,0,98,1,-18,10,32,79,0,4,NA,43,2015,"BAR_107","unobs_107"
"151","NUBIAN","1",107,0,4,0,3,0,0,0,0,4,0,44,2015,"NUBIAN_107","1_107"
"152","NUBIAN","2",107,0,26,0,14,0,0,0,0,4,0,44,2015,"NUBIAN_107","2_107"
"153","NUBIAN","3",107,0,4,0,0,0,0,0,0,4,0,44,2015,"NUBIAN_107","3_107"
"154","NUBIAN","4",107,1,46,1,6,0,0,0,0,4,0,44,2015,"NUBIAN_107","4_107"
"155","NUBIAN","unobs",107,0,98,0,-20,10,32,79,0,4,0,44,2015,"NUBIAN_107","unobs_107"
"156","LOUISE","1",107,0,4,0,3,0,0,0,0,6,0,45,2015,"LOUISE_107","1_107"
"157","LOUISE","2",107,0,26,0,14,0,0,0,0,6,0,45,2015,"LOUISE_107","2_107"
"158","LOUISE","3",107,0,4,0,0,0,0,0,0,6,0,45,2015,"LOUISE_107","3_107"
"159","LOUISE","4",107,1,46,1,7,0,0,0,0,6,0,45,2015,"LOUISE_107","4_107"
"160","LOUISE","unobs",107,0,98,0,-18,14,32,79,0,6,0,45,2015,"LOUISE_107","unobs_107"
"161","DROPS","1",107,0,4,0,3,0,0,0,0,6,0,46,2015,"DROPS_107","1_107"
"162","DROPS","2",107,0,26,0,14,0,0,0,0,6,0,46,2015,"DROPS_107","2_107"
"163","DROPS","3",107,0,4,1,0,0,0,0,0,6,0,46,2015,"DROPS_107","3_107"
"164","DROPS","4",107,1,46,0,6,0,0,0,0,6,0,46,2015,"DROPS_107","4_107"
"165","DROPS","unobs",107,0,98,0,-18,14,32,79,0,6,0,46,2015,"DROPS_107","unobs_107"
"166","GAZERBEAM","1",107,0,4,0,0,0,0,0,0,11,0,47,2015,"GAZERBEAM_107","1_107"
"167","GAZERBEAM","2",107,0,26,0,0,0,0,0,0,11,0,47,2015,"GAZERBEAM_107","2_107"
"168","GAZERBEAM","3",107,0,4,0,0,0,0,0,0,11,0,47,2015,"GAZERBEAM_107","3_107"
"169","GAZERBEAM","4",107,1,46,0,1,0,0,0,0,11,0,47,2015,"GAZERBEAM_107","4_107"
"170","GAZERBEAM","unobs",107,0,98,1,0,3,32,79,0,11,0,47,2015,"GAZERBEAM_107","unobs_107"
"171","LOON","1",107,0,4,0,3,0,0,0,0,7,NA,48,2015,"LOON_107","1_107"
"172","LOON","2",107,0,26,0,16,0,0,0,0,7,NA,48,2015,"LOON_107","2_107"
"173","LOON","3",107,0,4,0,1,0,0,0,0,7,NA,48,2015,"LOON_107","3_107"
"174","LOON","4",107,1,46,0,7,0,0,0,0,7,NA,48,2015,"LOON_107","4_107"
"175","LOON","unobs",107,0,98,1,-18,8,32,79,0,7,NA,48,2015,"LOON_107","unobs_107"
"176","QUILT","1",107,0,4,0,0,0,0,0,0,4,0,49,2015,"QUILT_107","1_107"
"177","QUILT","2",107,0,26,0,0,0,0,0,0,4,0,49,2015,"QUILT_107","2_107"
"178","QUILT","3",107,0,4,0,0,0,0,0,0,4,0,49,2015,"QUILT_107","3_107"
"179","QUILT","4",107,1,46,0,2,0,0,0,0,4,0,49,2015,"QUILT_107","4_107"
"180","QUILT","unobs",107,0,98,1,1,10,32,79,0,4,0,49,2015,"QUILT_107","unobs_107"
"181","WAIF","1",107,0,4,0,0,0,0,0,0,7,0,50,2015,"WAIF_107","1_107"
"182","WAIF","2",107,0,26,0,0,0,0,0,0,7,0,50,2015,"WAIF_107","2_107"
"183","WAIF","3",107,0,4,0,0,0,0,0,0,7,0,50,2015,"WAIF_107","3_107"
"184","WAIF","4",107,1,46,0,3,0,0,0,0,7,0,50,2015,"WAIF_107","4_107"
"185","WAIF","unobs",107,0,98,1,2,8,32,79,0,7,0,50,2015,"WAIF_107","unobs_107"
"186","PEG","1",107,0,4,0,3,0,0,0,0,6,0,51,2015,"PEG_107","1_107"
"187","PEG","2",107,0,26,0,14,0,0,0,0,6,0,51,2015,"PEG_107","2_107"
"188","PEG","3",107,0,4,0,0,0,0,0,0,6,0,51,2015,"PEG_107","3_107"
"189","PEG","4",107,1,46,1,7,0,0,0,0,6,0,51,2015,"PEG_107","4_107"
"190","PEG","unobs",107,0,98,0,-17,14,32,79,0,6,0,51,2015,"PEG_107","unobs_107"
"191","YAYA","1",107,0,4,0,3,0,0,0,0,5,0,52,2015,"YAYA_107","1_107"
"192","YAYA","2",107,0,26,0,14,0,0,0,0,5,0,52,2015,"YAYA_107","2_107"
"193","YAYA","3",107,0,4,0,0,0,0,0,0,5,0,52,2015,"YAYA_107","3_107"
"194","YAYA","4",107,1,46,0,6,0,0,0,0,5,0,52,2015,"YAYA_107","4_107"
"195","YAYA","unobs",107,0,98,1,-18,8,32,79,0,5,0,52,2015,"YAYA_107","unobs_107"
"196","SPOCK","1",107,0,4,0,3,0,0,0,0,7,0,53,2015,"SPOCK_107","1_107"
"197","SPOCK","2",107,0,26,0,14,0,0,0,0,7,0,53,2015,"SPOCK_107","2_107"
"198","SPOCK","3",107,0,4,0,1,0,0,0,0,7,0,53,2015,"SPOCK_107","3_107"
"199","SPOCK","4",107,1,46,0,6,0,0,0,0,7,0,53,2015,"SPOCK_107","4_107"
"200","SPOCK","unobs",107,0,98,1,-18,8,32,79,0,7,0,53,2015,"SPOCK_107","unobs_107"
"201","ISOSCELES","1",107,0,4,0,3,0,0,0,0,3,0,54,2015,"ISOSCELES_107","1_107"
"202","ISOSCELES","2",107,0,26,0,14,0,0,0,0,3,0,54,2015,"ISOSCELES_107","2_107"
"203","ISOSCELES","3",107,0,4,0,0,0,0,0,0,3,0,54,2015,"ISOSCELES_107","3_107"
"204","ISOSCELES","4",107,1,46,0,7,0,0,0,0,3,0,54,2015,"ISOSCELES_107","4_107"
"205","ISOSCELES","unobs",107,0,98,1,-19,19,32,79,0,3,0,54,2015,"ISOSCELES_107","unobs_107"
"206","BULB","1",107,0,4,0,3,0,0,0,0,3,0,55,2015,"BULB_107","1_107"
"207","BULB","2",107,0,26,0,14,0,0,0,0,3,0,55,2015,"BULB_107","2_107"
"208","BULB","3",107,0,4,0,0,0,0,0,0,3,0,55,2015,"BULB_107","3_107"
"209","BULB","4",107,1,46,1,6,0,0,0,0,3,0,55,2015,"BULB_107","4_107"
"210","BULB","unobs",107,0,98,0,-20,19,32,79,0,3,0,55,2015,"BULB_107","unobs_107"
"211","TART","1",107,0,4,0,3,0,0,0,0,3,0,56,2015,"TART_107","1_107"
"212","TART","2",107,0,26,0,15,0,0,0,0,3,0,56,2015,"TART_107","2_107"
"213","TART","3",107,0,4,0,0,0,0,0,0,3,0,56,2015,"TART_107","3_107"
"214","TART","4",107,1,46,0,6,0,0,0,0,3,0,56,2015,"TART_107","4_107"
"215","TART","unobs",107,0,98,1,-20,19,32,79,0,3,0,56,2015,"TART_107","unobs_107"
"216","TONGS","1",107,0,4,0,3,0,0,0,0,3,0,57,2015,"TONGS_107","1_107"
"217","TONGS","2",107,0,26,0,14,0,0,0,0,3,0,57,2015,"TONGS_107","2_107"
"218","TONGS","3",107,0,4,0,0,0,0,0,0,3,0,57,2015,"TONGS_107","3_107"
"219","TONGS","4",107,1,46,1,6,0,0,0,0,3,0,57,2015,"TONGS_107","4_107"
"220","TONGS","unobs",107,0,98,0,-20,19,32,79,0,3,0,57,2015,"TONGS_107","unobs_107"
"221","NIC","1",107,0,4,0,3,0,0,0,0,2,NA,58,2015,"NIC_107","1_107"
"222","NIC","2",107,0,26,0,14,0,0,0,0,2,NA,58,2015,"NIC_107","2_107"
"223","NIC","3",107,0,4,0,0,0,0,0,0,2,NA,58,2015,"NIC_107","3_107"
"224","NIC","4",107,1,46,1,7,0,0,0,0,2,NA,58,2015,"NIC_107","4_107"
"225","NIC","unobs",107,0,98,0,-18,18,32,79,0,2,NA,58,2015,"NIC_107","unobs_107"
"226","BEAN","1",107,0,4,0,0,0,0,0,0,9,NA,59,2015,"BEAN_107","1_107"
"227","BEAN","2",107,0,26,0,0,0,0,0,0,9,NA,59,2015,"BEAN_107","2_107"
"228","BEAN","3",107,0,4,0,0,0,0,0,0,9,NA,59,2015,"BEAN_107","3_107"
"229","BEAN","4",107,1,46,0,2,0,0,0,0,9,NA,59,2015,"BEAN_107","4_107"
"230","BEAN","unobs",107,0,98,1,1,1,32,79,0,9,NA,59,2015,"BEAN_107","unobs_107"
"231","AVA","1",107,0,4,0,3,0,0,0,0,3,0,60,2015,"AVA_107","1_107"
"232","AVA","2",107,0,26,0,14,0,0,0,0,3,0,60,2015,"AVA_107","2_107"
"233","AVA","3",107,0,4,0,0,0,0,0,0,3,0,60,2015,"AVA_107","3_107"
"234","AVA","4",107,1,46,1,6,0,0,0,0,3,0,60,2015,"AVA_107","4_107"
"235","AVA","unobs",107,0,98,0,-19,19,32,79,0,3,0,60,2015,"AVA_107","unobs_107"
"236","IRIS","1",107,0,4,0,3,0,0,0,0,5,NA,61,2015,"IRIS_107","1_107"
"237","IRIS","2",107,0,26,0,14,0,0,0,0,5,NA,61,2015,"IRIS_107","2_107"
"238","IRIS","3",107,0,4,0,0,0,0,0,0,5,NA,61,2015,"IRIS_107","3_107"
"239","IRIS","4",107,1,46,0,6,0,0,0,0,5,NA,61,2015,"IRIS_107","4_107"
"240","IRIS","unobs",107,0,98,1,-19,8,32,79,0,5,NA,61,2015,"IRIS_107","unobs_107"
"241","BELUGA","1",107,0,4,0,3,0,0,0,0,5,0,62,2015,"BELUGA_107","1_107"
"242","BELUGA","2",107,0,26,0,15,0,0,0,0,5,0,62,2015,"BELUGA_107","2_107"
"243","BELUGA","3",107,0,4,0,0,0,0,0,0,5,0,62,2015,"BELUGA_107","3_107"
"244","BELUGA","4",107,1,46,0,6,0,0,0,0,5,0,62,2015,"BELUGA_107","4_107"
"245","BELUGA","unobs",107,0,98,1,-19,8,32,79,0,5,0,62,2015,"BELUGA_107","unobs_107"
"246","PECCARY","1",107,0,4,0,0,0,0,0,0,8,0,63,2015,"PECCARY_107","1_107"
"247","PECCARY","2",107,0,26,0,0,0,0,0,0,8,0,63,2015,"PECCARY_107","2_107"
"248","PECCARY","3",107,0,4,0,0,0,0,0,0,8,0,63,2015,"PECCARY_107","3_107"
"249","PECCARY","4",107,1,46,0,1,0,0,0,0,8,0,63,2015,"PECCARY_107","4_107"
"250","PECCARY","unobs",107,0,98,1,3,6,32,79,0,8,0,63,2015,"PECCARY_107","unobs_107"
"251","AXOLOTL","1",107,0,4,0,0,0,0,0,0,8,0,64,2015,"AXOLOTL_107","1_107"
"252","AXOLOTL","2",107,0,26,0,0,0,0,0,0,8,0,64,2015,"AXOLOTL_107","2_107"
"253","AXOLOTL","3",107,0,4,0,0,0,0,0,0,8,0,64,2015,"AXOLOTL_107","3_107"
"254","AXOLOTL","4",107,1,46,0,1,0,0,0,0,8,0,64,2015,"AXOLOTL_107","4_107"
"255","AXOLOTL","unobs",107,0,98,1,0,6,32,79,0,8,0,64,2015,"AXOLOTL_107","unobs_107"
"256","TINE","1",107,0,4,0,0,0,0,0,0,5,NA,65,2015,"TINE_107","1_107"
"257","TINE","2",107,0,26,0,0,0,0,0,0,5,NA,65,2015,"TINE_107","2_107"
"258","TINE","3",107,0,4,0,0,0,0,0,0,5,NA,65,2015,"TINE_107","3_107"
"259","TINE","4",107,1,46,0,1,0,0,0,0,5,NA,65,2015,"TINE_107","4_107"
"260","TINE","unobs",107,0,98,1,1,8,32,79,0,5,NA,65,2015,"TINE_107","unobs_107"
"261","PLUG","1",107,0,4,0,3,0,0,0,0,3,0,66,2015,"PLUG_107","1_107"
"262","PLUG","2",107,0,26,0,14,0,0,0,0,3,0,66,2015,"PLUG_107","2_107"
"263","PLUG","3",107,0,4,0,0,0,0,0,0,3,0,66,2015,"PLUG_107","3_107"
"264","PLUG","4",107,1,46,0,7,0,0,0,0,3,0,66,2015,"PLUG_107","4_107"
"265","PLUG","unobs",107,0,98,1,-18,19,32,79,0,3,0,66,2015,"PLUG_107","unobs_107"
"266","HEP","1",107,0,4,0,3,0,0,0,0,5,0,67,2015,"HEP_107","1_107"
