"","fulltag_clean","grp","julian","present","grpsize","mom_in_grp","fem_sibs_in_grp","same_cohort_count","no_ewes","no_rams","no_lambs","focal_animal_age","focal_lamb_status","choice_set","year_in","animal_day","grp_day"
"58","DELICATE","unobs",81,0,41,1,43,6,28,23,0,4,NA,13,1980,"DELICATE_81","unobs_81"
"59","DOC","5",81,1,3,0,3,2,3,0,0,8,NA,14,1980,"DOC_81","5_81"
"60","DOC","6",81,0,6,0,4,2,0,4,0,8,NA,14,1980,"DOC_81","6_81"
"61","DOC","7",81,0,1,0,0,0,0,0,0,8,NA,14,1980,"DOC_81","7_81"
"62","DOC","unobs",81,0,41,1,43,2,28,23,0,8,NA,14,1980,"DOC_81","unobs_81"
"63","MESA","5",81,0,3,0,3,2,3,0,0,8,NA,15,1980,"MESA_81","5_81"
"64","MESA","6",81,1,6,0,4,2,0,4,0,8,NA,15,1980,"MESA_81","6_81"
"65","MESA","7",81,0,1,0,0,0,0,0,0,8,NA,15,1980,"MESA_81","7_81"
"66","MESA","unobs",81,0,41,1,43,2,28,23,0,8,NA,15,1980,"MESA_81","unobs_81"
"67","SOOTY","5",81,0,3,0,3,2,3,0,0,8,NA,16,1980,"SOOTY_81","5_81"
"68","SOOTY","6",81,1,6,0,4,2,0,4,0,8,NA,16,1980,"SOOTY_81","6_81"
"69","SOOTY","7",81,0,1,0,0,0,0,0,0,8,NA,16,1980,"SOOTY_81","7_81"
"70","SOOTY","unobs",81,0,41,1,43,2,28,23,0,8,NA,16,1980,"SOOTY_81","unobs_81"
"71","ARC","5",81,0,3,0,3,0,3,0,0,9,NA,17,1980,"ARC_81","5_81"
"72","ARC","6",81,1,6,0,4,1,0,4,0,9,NA,17,1980,"ARC_81","6_81"
"73","ARC","7",81,0,1,0,0,0,0,0,0,9,NA,17,1980,"ARC_81","7_81"
"74","ARC","unobs",81,0,41,1,43,4,28,23,0,9,NA,17,1980,"ARC_81","unobs_81"
"75","MIMIC","5",81,0,3,0,3,0,3,0,0,6,NA,18,1980,"MIMIC_81","5_81"
"76","MIMIC","6",81,1,6,0,4,1,0,4,0,6,NA,18,1980,"MIMIC_81","6_81"
"77","MIMIC","7",81,0,1,0,0,0,0,0,0,6,NA,18,1980,"MIMIC_81","7_81"
"78","MIMIC","unobs",81,0,41,1,43,4,28,23,0,6,NA,18,1980,"MIMIC_81","unobs_81"
"79","DOC","10",82,0,4,0,2,1,0,2,0,8,NA,23,1980,"DOC_82","10_82"
"80","DOC","8",82,0,1,0,0,0,0,0,0,8,NA,23,1980,"DOC_82","8_82"
"81","DOC","9",82,1,2,0,2,2,2,0,0,8,NA,23,1980,"DOC_82","9_82"
"82","DOC","unobs",82,0,44,1,46,3,29,25,0,8,NA,23,1980,"DOC_82","unobs_82"
"83","CHIP","10",82,0,4,0,2,1,0,2,0,8,NA,24,1980,"CHIP_82","10_82"
"84","CHIP","8",82,0,1,0,0,0,0,0,0,8,NA,24,1980,"CHIP_82","8_82"
"85","CHIP","9",82,1,2,0,2,2,2,0,0,8,NA,24,1980,"CHIP_82","9_82"
"86","CHIP","unobs",82,0,44,1,46,3,29,25,0,8,NA,24,1980,"CHIP_82","unobs_82"
"87","TIP","10",82,1,4,0,2,1,0,2,0,5,NA,25,1980,"TIP_82","10_82"
"88","TIP","8",82,0,1,0,0,0,0,0,0,5,NA,25,1980,"TIP_82","8_82"
"89","TIP","9",82,0,2,0,2,0,2,0,0,5,NA,25,1980,"TIP_82","9_82"
"90","TIP","unobs",82,0,44,1,46,7,29,25,0,5,NA,25,1980,"TIP_82","unobs_82"
"91","MORDOR","10",82,1,4,0,2,1,0,2,0,8,NA,26,1980,"MORDOR_82","10_82"
"92","MORDOR","8",82,0,1,0,0,0,0,0,0,8,NA,26,1980,"MORDOR_82","8_82"
"93","MORDOR","9",82,0,2,0,2,2,2,0,0,8,NA,26,1980,"MORDOR_82","9_82"
"94","MORDOR","unobs",82,0,44,1,46,3,29,25,0,8,NA,26,1980,"MORDOR_82","unobs_82"
"95","HARLEQUIN","11",93,1,8,0,5,1,0,5,0,9,NA,29,1980,"HARLEQUIN_93","11_93"
"96","HARLEQUIN","12",93,0,1,0,1,1,0,1,0,9,NA,29,1980,"HARLEQUIN_93","12_93"
"97","HARLEQUIN","unobs",93,0,42,1,44,3,31,21,0,9,NA,29,1980,"HARLEQUIN_93","unobs_93"
"98","CLEFT CHEST","11",93,1,8,0,5,2,0,5,0,6,NA,30,1980,"CLEFT CHEST_93","11_93"
"99","CLEFT CHEST","12",93,0,1,0,1,0,0,1,0,6,NA,30,1980,"CLEFT CHEST_93","12_93"
"100","CLEFT CHEST","unobs",93,0,42,1,44,3,31,21,0,6,NA,30,1980,"CLEFT CHEST_93","unobs_93"
"101","MORDOR","11",93,1,8,0,5,1,0,5,0,8,NA,31,1980,"MORDOR_93","11_93"
"102","MORDOR","12",93,0,1,0,1,0,0,1,0,8,NA,31,1980,"MORDOR_93","12_93"
"103","MORDOR","unobs",93,0,42,1,44,5,31,21,0,8,NA,31,1980,"MORDOR_93","unobs_93"
"104","PIT","11",93,1,8,0,5,2,0,5,0,6,NA,32,1980,"PIT_93","11_93"
"105","PIT","12",93,0,1,0,1,0,0,1,0,6,NA,32,1980,"PIT_93","12_93"
"106","PIT","unobs",93,0,42,1,44,3,31,21,0,6,NA,32,1980,"PIT_93","unobs_93"
"107","BUFFY","11",93,1,8,0,5,1,0,5,0,4,NA,33,1980,"BUFFY_93","11_93"
"108","BUFFY","12",93,0,1,0,1,0,0,1,0,4,NA,33,1980,"BUFFY_93","12_93"
"109","BUFFY","unobs",93,0,42,1,44,6,31,21,0,4,NA,33,1980,"BUFFY_93","unobs_93"
"110","GREYBALLS","11",93,0,8,0,5,1,0,5,0,9,NA,37,1980,"GREYBALLS_93","11_93"
"111","GREYBALLS","12",93,1,1,0,1,1,0,1,0,9,NA,37,1980,"GREYBALLS_93","12_93"
"112","GREYBALLS","unobs",93,0,42,1,44,3,31,21,0,9,NA,37,1980,"GREYBALLS_93","unobs_93"
"113","LEFT BLOTCH","13",101,1,8,0,8,2,7,1,0,3,NA,38,1980,"LEFT BLOTCH_101","13_101"
"114","LEFT BLOTCH","14",101,0,4,0,4,0,4,0,0,3,NA,38,1980,"LEFT BLOTCH_101","14_101"
"115","LEFT BLOTCH","unobs",101,0,37,1,38,5,21,27,0,3,NA,38,1980,"LEFT BLOTCH_101","unobs_101"
"116","FRODO","13",101,1,8,0,8,1,7,1,0,2,NA,39,1980,"FRODO_101","13_101"
"117","FRODO","14",101,0,4,0,4,0,4,0,0,2,NA,39,1980,"FRODO_101","14_101"
"118","FRODO","unobs",101,0,37,1,38,1,21,27,0,2,NA,39,1980,"FRODO_101","unobs_101"
"119","HEART","13",101,1,8,0,8,2,7,1,0,3,NA,40,1980,"HEART_101","13_101"
"120","HEART","14",101,0,4,0,4,0,4,0,0,3,NA,40,1980,"HEART_101","14_101"
"121","HEART","unobs",101,0,37,1,38,5,21,27,0,3,NA,40,1980,"HEART_101","unobs_101"
"122","R5","13",101,1,8,0,8,3,7,1,0,5,NA,41,1980,"R5_101","13_101"
"123","R5","14",101,0,4,0,4,3,4,0,0,5,NA,41,1980,"R5_101","14_101"
"124","R5","unobs",101,0,37,1,38,2,21,27,0,5,NA,41,1980,"R5_101","unobs_101"
"125","DOUBLE BAND","13",101,1,8,0,8,2,7,1,0,4,NA,42,1980,"DOUBLE BAND_101","13_101"
"126","DOUBLE BAND","14",101,0,4,0,4,1,4,0,0,4,NA,42,1980,"DOUBLE BAND_101","14_101"
"127","DOUBLE BAND","unobs",101,0,37,1,38,4,21,27,0,4,NA,42,1980,"DOUBLE BAND_101","unobs_101"
"128","DELICATE","13",101,1,8,0,8,2,7,1,0,4,NA,43,1980,"DELICATE_101","13_101"
"129","DELICATE","14",101,0,4,0,4,1,4,0,0,4,NA,43,1980,"DELICATE_101","14_101"
"130","DELICATE","unobs",101,0,37,1,38,4,21,27,0,4,NA,43,1980,"DELICATE_101","unobs_101"
"131","AL","13",101,1,8,0,8,3,7,1,0,5,NA,44,1980,"AL_101","13_101"
"132","AL","14",101,0,4,0,4,3,4,0,0,5,NA,44,1980,"AL_101","14_101"
"133","AL","unobs",101,0,37,1,38,2,21,27,0,5,NA,44,1980,"AL_101","unobs_101"
"134","SHADE","13",101,1,8,0,8,3,7,1,0,5,NA,45,1980,"SHADE_101","13_101"
"135","SHADE","14",101,0,4,0,4,3,4,0,0,5,NA,45,1980,"SHADE_101","14_101"
"136","SHADE","unobs",101,0,37,1,38,2,21,27,0,5,NA,45,1980,"SHADE_101","unobs_101"
"137","MOUNT","13",101,0,8,0,8,3,7,1,0,5,NA,46,1980,"MOUNT_101","13_101"
"138","MOUNT","14",101,1,4,0,4,3,4,0,0,5,NA,46,1980,"MOUNT_101","14_101"
"139","MOUNT","unobs",101,0,37,1,38,2,21,27,0,5,NA,46,1980,"MOUNT_101","unobs_101"
"140","BUG","13",101,0,8,0,8,3,7,1,0,5,NA,47,1980,"BUG_101","13_101"
"141","BUG","14",101,1,4,0,4,3,4,0,0,5,NA,47,1980,"BUG_101","14_101"
"142","BUG","unobs",101,0,37,1,38,2,21,27,0,5,NA,47,1980,"BUG_101","unobs_101"
"143","ANGLE","13",101,0,8,0,8,2,7,1,0,4,NA,48,1980,"ANGLE_101","13_101"
"144","ANGLE","14",101,1,4,0,4,1,4,0,0,4,NA,48,1980,"ANGLE_101","14_101"
"145","ANGLE","unobs",101,0,37,1,38,4,21,27,0,4,NA,48,1980,"ANGLE_101","unobs_101"
"146","LYRE","13",101,0,8,0,8,3,7,1,0,5,NA,49,1980,"LYRE_101","13_101"
"147","LYRE","14",101,1,4,0,4,3,4,0,0,5,NA,49,1980,"LYRE_101","14_101"
"148","LYRE","unobs",101,0,37,1,38,2,21,27,0,5,NA,49,1980,"LYRE_101","unobs_101"
"149","BUG","15",102,1,2,0,2,2,2,0,0,5,NA,50,1980,"BUG_102","15_102"
"150","BUG","16",102,0,3,0,3,1,3,0,0,5,NA,50,1980,"BUG_102","16_102"
"151","BUG","17",102,0,1,0,1,0,1,0,0,5,NA,50,1980,"BUG_102","17_102"
"152","BUG","18",102,0,3,0,3,0,3,0,0,5,NA,50,1980,"BUG_102","18_102"
"153","BUG","19",102,0,2,0,2,0,2,0,0,5,NA,50,1980,"BUG_102","19_102"
"154","BUG","unobs",102,0,38,1,39,5,21,28,0,5,NA,50,1980,"BUG_102","unobs_102"
"155","LYRE","15",102,1,2,0,2,2,2,0,0,5,NA,51,1980,"LYRE_102","15_102"
"156","LYRE","16",102,0,3,0,3,1,3,0,0,5,NA,51,1980,"LYRE_102","16_102"
"157","LYRE","17",102,0,1,0,1,0,1,0,0,5,NA,51,1980,"LYRE_102","17_102"
"158","LYRE","18",102,0,3,0,3,0,3,0,0,5,NA,51,1980,"LYRE_102","18_102"
"159","LYRE","19",102,0,2,0,2,0,2,0,0,5,NA,51,1980,"LYRE_102","19_102"
"160","LYRE","unobs",102,0,38,1,39,5,21,28,0,5,NA,51,1980,"LYRE_102","unobs_102"
"161","MOUNT","15",102,0,2,0,2,2,2,0,0,5,NA,52,1980,"MOUNT_102","15_102"
"162","MOUNT","16",102,1,3,0,3,1,3,0,0,5,NA,52,1980,"MOUNT_102","16_102"
"163","MOUNT","17",102,0,1,0,1,0,1,0,0,5,NA,52,1980,"MOUNT_102","17_102"
"164","MOUNT","18",102,0,3,0,3,0,3,0,0,5,NA,52,1980,"MOUNT_102","18_102"
"165","MOUNT","19",102,0,2,0,2,0,2,0,0,5,NA,52,1980,"MOUNT_102","19_102"
"166","MOUNT","unobs",102,0,38,1,39,5,21,28,0,5,NA,52,1980,"MOUNT_102","unobs_102"
"167","ANGLE","15",102,0,2,0,2,0,2,0,0,4,NA,53,1980,"ANGLE_102","15_102"
"168","ANGLE","16",102,1,3,0,3,2,3,0,0,4,NA,53,1980,"ANGLE_102","16_102"
"169","ANGLE","17",102,0,1,0,1,0,1,0,0,4,NA,53,1980,"ANGLE_102","17_102"
"170","ANGLE","18",102,0,3,0,3,1,3,0,0,4,NA,53,1980,"ANGLE_102","18_102"
"171","ANGLE","19",102,0,2,0,2,0,2,0,0,4,NA,53,1980,"ANGLE_102","19_102"
"172","ANGLE","unobs",102,0,38,1,39,4,21,28,0,4,NA,53,1980,"ANGLE_102","unobs_102"
"173","TRIDENT","15",102,0,2,0,2,0,2,0,0,4,NA,54,1980,"TRIDENT_102","15_102"
"174","TRIDENT","16",102,1,3,0,3,2,3,0,0,4,NA,54,1980,"TRIDENT_102","16_102"
"175","TRIDENT","17",102,0,1,0,1,0,1,0,0,4,NA,54,1980,"TRIDENT_102","17_102"
"176","TRIDENT","18",102,0,3,0,3,1,3,0,0,4,NA,54,1980,"TRIDENT_102","18_102"
"177","TRIDENT","19",102,0,2,0,2,0,2,0,0,4,NA,54,1980,"TRIDENT_102","19_102"
"178","TRIDENT","unobs",102,0,38,1,39,4,21,28,0,4,NA,54,1980,"TRIDENT_102","unobs_102"
"179","FRECKLES","15",102,0,2,0,2,0,2,0,0,6,NA,55,1980,"FRECKLES_102","15_102"
"180","FRECKLES","16",102,0,3,0,3,0,3,0,0,6,NA,55,1980,"FRECKLES_102","16_102"
"181","FRECKLES","17",102,1,1,0,1,1,1,0,0,6,NA,55,1980,"FRECKLES_102","17_102"
"182","FRECKLES","18",102,0,3,0,3,0,3,0,0,6,NA,55,1980,"FRECKLES_102","18_102"
"183","FRECKLES","19",102,0,2,0,2,0,2,0,0,6,NA,55,1980,"FRECKLES_102","19_102"
"184","FRECKLES","unobs",102,0,38,1,39,4,21,28,0,6,NA,55,1980,"FRECKLES_102","unobs_102"
"185","CHIP","15",102,0,2,0,2,0,2,0,0,8,NA,56,1980,"CHIP_102","15_102"
"186","CHIP","16",102,0,3,0,3,0,3,0,0,8,NA,56,1980,"CHIP_102","16_102"
"187","CHIP","17",102,0,1,0,1,0,1,0,0,8,NA,56,1980,"CHIP_102","17_102"
"188","CHIP","18",102,1,3,0,3,2,3,0,0,8,NA,56,1980,"CHIP_102","18_102"
"189","CHIP","19",102,0,2,0,2,1,2,0,0,8,NA,56,1980,"CHIP_102","19_102"
"190","CHIP","unobs",102,0,38,1,39,3,21,28,0,8,NA,56,1980,"CHIP_102","unobs_102"
"191","DOC","15",102,0,2,0,2,0,2,0,0,8,NA,57,1980,"DOC_102","15_102"
"192","DOC","16",102,0,3,0,3,0,3,0,0,8,NA,57,1980,"DOC_102","16_102"
"193","DOC","17",102,0,1,0,1,0,1,0,0,8,NA,57,1980,"DOC_102","17_102"
"194","DOC","18",102,1,3,0,3,2,3,0,0,8,NA,57,1980,"DOC_102","18_102"
"195","DOC","19",102,0,2,0,2,1,2,0,0,8,NA,57,1980,"DOC_102","19_102"
"196","DOC","unobs",102,0,38,1,39,3,21,28,0,8,NA,57,1980,"DOC_102","unobs_102"
"197","DELICATE","15",102,0,2,0,2,0,2,0,0,4,NA,58,1980,"DELICATE_102","15_102"
"198","DELICATE","16",102,0,3,0,3,2,3,0,0,4,NA,58,1980,"DELICATE_102","16_102"
"199","DELICATE","17",102,0,1,0,1,0,1,0,0,4,NA,58,1980,"DELICATE_102","17_102"
"200","DELICATE","18",102,1,3,0,3,1,3,0,0,4,NA,58,1980,"DELICATE_102","18_102"
"201","DELICATE","19",102,0,2,0,2,0,2,0,0,4,NA,58,1980,"DELICATE_102","19_102"
"202","DELICATE","unobs",102,0,38,1,39,4,21,28,0,4,NA,58,1980,"DELICATE_102","unobs_102"
"203","MISSION","15",102,0,2,0,2,0,2,0,0,8,NA,59,1980,"MISSION_102","15_102"
"204","MISSION","16",102,0,3,0,3,0,3,0,0,8,NA,59,1980,"MISSION_102","16_102"
"205","MISSION","17",102,0,1,0,1,0,1,0,0,8,NA,59,1980,"MISSION_102","17_102"
"206","MISSION","18",102,0,3,0,3,2,3,0,0,8,NA,59,1980,"MISSION_102","18_102"
"207","MISSION","19",102,1,2,0,2,1,2,0,0,8,NA,59,1980,"MISSION_102","19_102"
"208","MISSION","unobs",102,0,38,1,39,3,21,28,0,8,NA,59,1980,"MISSION_102","unobs_102"
"209","STUBBLE","15",102,0,2,0,2,0,2,0,0,NA,NA,60,1980,"STUBBLE_102","15_102"
"210","STUBBLE","16",102,0,3,0,3,0,3,0,0,NA,NA,60,1980,"STUBBLE_102","16_102"
"211","STUBBLE","17",102,0,1,0,1,0,1,0,0,NA,NA,60,1980,"STUBBLE_102","17_102"
"212","STUBBLE","18",102,0,3,0,3,0,3,0,0,NA,NA,60,1980,"STUBBLE_102","18_102"
"213","STUBBLE","19",102,1,2,0,2,0,2,0,0,NA,NA,60,1980,"STUBBLE_102","19_102"
"214","STUBBLE","unobs",102,0,38,1,39,0,21,28,0,NA,NA,60,1980,"STUBBLE_102","unobs_102"
"215","MORDOR","1",103,1,6,0,6,2,0,6,0,8,NA,61,1980,"MORDOR_103","1_103"
"216","MORDOR","2",103,0,2,0,2,0,0,2,0,8,NA,61,1980,"MORDOR_103","2_103"
"217","MORDOR","3",103,0,7,0,4,0,0,4,0,8,NA,61,1980,"MORDOR_103","3_103"
"218","MORDOR","4",103,0,5,0,0,0,0,0,0,8,NA,61,1980,"MORDOR_103","4_103"
"219","MORDOR","unobs",103,0,36,1,38,4,31,15,0,8,NA,61,1980,"MORDOR_103","unobs_103"
"220","MESA","1",103,1,6,0,6,2,0,6,0,8,NA,62,1980,"MESA_103","1_103"
"221","MESA","2",103,0,2,0,2,0,0,2,0,8,NA,62,1980,"MESA_103","2_103"
"222","MESA","3",103,0,7,0,4,0,0,4,0,8,NA,62,1980,"MESA_103","3_103"
"223","MESA","4",103,0,5,0,0,0,0,0,0,8,NA,62,1980,"MESA_103","4_103"
"224","MESA","unobs",103,0,36,1,38,4,31,15,0,8,NA,62,1980,"MESA_103","unobs_103"
"225","CHUNK","1",103,1,6,0,6,1,0,6,0,9,NA,63,1980,"CHUNK_103","1_103"
"226","CHUNK","2",103,0,2,0,2,1,0,2,0,9,NA,63,1980,"CHUNK_103","2_103"
"227","CHUNK","3",103,0,7,0,4,1,0,4,0,9,NA,63,1980,"CHUNK_103","3_103"
"228","CHUNK","4",103,0,5,0,0,0,0,0,0,9,NA,63,1980,"CHUNK_103","4_103"
"229","CHUNK","unobs",103,0,36,1,38,2,31,15,0,9,NA,63,1980,"CHUNK_103","unobs_103"
"230","MIMIC","1",103,1,6,0,6,1,0,6,0,6,NA,64,1980,"MIMIC_103","1_103"
"231","MIMIC","2",103,0,2,0,2,0,0,2,0,6,NA,64,1980,"MIMIC_103","2_103"
"232","MIMIC","3",103,0,7,0,4,2,0,4,0,6,NA,64,1980,"MIMIC_103","3_103"
"233","MIMIC","4",103,0,5,0,0,0,0,0,0,6,NA,64,1980,"MIMIC_103","4_103"
"234","MIMIC","unobs",103,0,36,1,38,2,31,15,0,6,NA,64,1980,"MIMIC_103","unobs_103"
"235","TIP","1",103,1,6,0,6,1,0,6,0,5,NA,65,1980,"TIP_103","1_103"
"236","TIP","2",103,0,2,0,2,0,0,2,0,5,NA,65,1980,"TIP_103","2_103"
"237","TIP","3",103,0,7,0,4,0,0,4,0,5,NA,65,1980,"TIP_103","3_103"
"238","TIP","4",103,0,5,0,0,0,0,0,0,5,NA,65,1980,"TIP_103","4_103"
"239","TIP","unobs",103,0,36,1,38,7,31,15,0,5,NA,65,1980,"TIP_103","unobs_103"
"240","SUTURE","1",103,1,6,0,6,1,0,6,0,4,NA,66,1980,"SUTURE_103","1_103"
"241","SUTURE","2",103,0,2,0,2,1,0,2,0,4,NA,66,1980,"SUTURE_103","2_103"
"242","SUTURE","3",103,0,7,0,4,1,0,4,0,4,NA,66,1980,"SUTURE_103","3_103"
"243","SUTURE","4",103,0,5,0,0,0,0,0,0,4,NA,66,1980,"SUTURE_103","4_103"
"244","SUTURE","unobs",103,0,36,1,38,4,31,15,0,4,NA,66,1980,"SUTURE_103","unobs_103"
"245","BAND","1",103,0,6,0,6,1,0,6,0,4,NA,67,1980,"BAND_103","1_103"
"246","BAND","2",103,1,2,0,2,1,0,2,0,4,NA,67,1980,"BAND_103","2_103"
"247","BAND","3",103,0,7,0,4,1,0,4,0,4,NA,67,1980,"BAND_103","3_103"
"248","BAND","4",103,0,5,0,0,0,0,0,0,4,NA,67,1980,"BAND_103","4_103"
"249","BAND","unobs",103,0,36,1,38,4,31,15,0,4,NA,67,1980,"BAND_103","unobs_103"
"250","ARC","1",103,0,6,0,6,1,0,6,0,9,NA,68,1980,"ARC_103","1_103"
"251","ARC","2",103,1,2,0,2,1,0,2,0,9,NA,68,1980,"ARC_103","2_103"
"252","ARC","3",103,0,7,0,4,1,0,4,0,9,NA,68,1980,"ARC_103","3_103"
"253","ARC","4",103,0,5,0,0,0,0,0,0,9,NA,68,1980,"ARC_103","4_103"
"254","ARC","unobs",103,0,36,1,38,2,31,15,0,9,NA,68,1980,"ARC_103","unobs_103"
"255","GREYBALLS","1",103,0,6,0,6,1,0,6,0,9,NA,69,1980,"GREYBALLS_103","1_103"
"256","GREYBALLS","2",103,0,2,0,2,1,0,2,0,9,NA,69,1980,"GREYBALLS_103","2_103"
"257","GREYBALLS","3",103,1,7,0,4,1,0,4,0,9,NA,69,1980,"GREYBALLS_103","3_103"
"258","GREYBALLS","4",103,0,5,0,0,0,0,0,0,9,NA,69,1980,"GREYBALLS_103","4_103"
"259","GREYBALLS","unobs",103,0,36,1,38,2,31,15,0,9,NA,69,1980,"GREYBALLS_103","unobs_103"
