"","fulltag_clean","grp","julian","present","grpsize","mom_in_grp","fem_sibs_in_grp","same_cohort_count","no_ewes","no_rams","no_lambs","focal_animal_age","focal_lamb_status","choice_set","year_in","animal_day","grp_day"
"68","GAZERBEAM","3",45,0,1,0,0,0,1,0,0,5,0,32,2009,"GAZERBEAM_45","3_45"
"69","GAZERBEAM","4",45,0,4,0,0,0,3,1,0,5,0,32,2009,"GAZERBEAM_45","4_45"
"70","GAZERBEAM","5",45,0,11,0,0,1,9,2,0,5,0,32,2009,"GAZERBEAM_45","5_45"
"71","GAZERBEAM","6",45,0,6,0,0,1,4,2,0,5,0,32,2009,"GAZERBEAM_45","6_45"
"72","GAZERBEAM","7",45,0,12,0,0,1,0,12,0,5,0,32,2009,"GAZERBEAM_45","7_45"
"73","GAZERBEAM","unobs",45,0,42,1,2,1,40,29,0,5,0,32,2009,"GAZERBEAM_45","unobs_45"
"74","WING","2",45,1,13,1,2,1,11,2,0,7,0,33,2009,"WING_45","2_45"
"75","WING","3",45,0,1,0,0,0,1,0,0,7,0,33,2009,"WING_45","3_45"
"76","WING","4",45,0,4,0,0,0,3,1,0,7,0,33,2009,"WING_45","4_45"
"77","WING","5",45,0,11,0,2,0,9,2,0,7,0,33,2009,"WING_45","5_45"
"78","WING","6",45,0,6,0,0,0,4,2,0,7,0,33,2009,"WING_45","6_45"
"79","WING","7",45,0,12,0,0,2,0,12,0,7,0,33,2009,"WING_45","7_45"
"80","WING","unobs",45,0,42,0,1,6,40,29,0,7,0,33,2009,"WING_45","unobs_45"
"81","ANTIWAVE","2",45,1,13,0,1,3,11,2,0,5,0,34,2009,"ANTIWAVE_45","2_45"
"82","ANTIWAVE","3",45,0,1,0,0,0,1,0,0,5,0,34,2009,"ANTIWAVE_45","3_45"
"83","ANTIWAVE","4",45,0,4,0,0,0,3,1,0,5,0,34,2009,"ANTIWAVE_45","4_45"
"84","ANTIWAVE","5",45,0,11,1,1,1,9,2,0,5,0,34,2009,"ANTIWAVE_45","5_45"
"85","ANTIWAVE","6",45,0,6,0,0,1,4,2,0,5,0,34,2009,"ANTIWAVE_45","6_45"
"86","ANTIWAVE","7",45,0,12,0,0,1,0,12,0,5,0,34,2009,"ANTIWAVE_45","7_45"
"87","ANTIWAVE","unobs",45,0,42,0,1,1,40,29,0,5,0,34,2009,"ANTIWAVE_45","unobs_45"
"88","WINTER","2",45,1,13,0,1,1,11,2,0,3,NA,35,2009,"WINTER_45","2_45"
"89","WINTER","3",45,0,1,0,0,0,1,0,0,3,NA,35,2009,"WINTER_45","3_45"
"90","WINTER","4",45,0,4,0,0,0,3,1,0,3,NA,35,2009,"WINTER_45","4_45"
"91","WINTER","5",45,0,11,1,0,1,9,2,0,3,NA,35,2009,"WINTER_45","5_45"
"92","WINTER","6",45,0,6,0,0,0,4,2,0,3,NA,35,2009,"WINTER_45","6_45"
"93","WINTER","7",45,0,12,0,0,0,0,12,0,3,NA,35,2009,"WINTER_45","7_45"
"94","WINTER","unobs",45,0,42,0,6,1,40,29,0,3,NA,35,2009,"WINTER_45","unobs_45"
"95","CATFISH","2",45,1,13,0,1,2,11,2,0,11,0,36,2009,"CATFISH_45","2_45"
"96","CATFISH","3",45,0,1,0,0,0,1,0,0,11,0,36,2009,"CATFISH_45","3_45"
"97","CATFISH","4",45,0,4,0,0,0,3,1,0,11,0,36,2009,"CATFISH_45","4_45"
"98","CATFISH","5",45,0,11,0,0,1,9,2,0,11,0,36,2009,"CATFISH_45","5_45"
"99","CATFISH","6",45,0,6,0,1,0,4,2,0,11,0,36,2009,"CATFISH_45","6_45"
"100","CATFISH","7",45,0,12,0,0,0,0,12,0,11,0,36,2009,"CATFISH_45","7_45"
"101","CATFISH","unobs",45,0,42,1,1,1,40,29,0,11,0,36,2009,"CATFISH_45","unobs_45"
"102","PECCARY","2",45,1,13,1,2,4,11,2,0,2,0,37,2009,"PECCARY_45","2_45"
"103","PECCARY","3",45,0,1,0,0,0,1,0,0,2,0,37,2009,"PECCARY_45","3_45"
"104","PECCARY","4",45,0,4,0,0,2,3,1,0,2,0,37,2009,"PECCARY_45","4_45"
"105","PECCARY","5",45,0,11,0,0,2,9,2,0,2,0,37,2009,"PECCARY_45","5_45"
"106","PECCARY","6",45,0,6,0,1,0,4,2,0,2,0,37,2009,"PECCARY_45","6_45"
"107","PECCARY","7",45,0,12,0,1,0,0,12,0,2,0,37,2009,"PECCARY_45","7_45"
"108","PECCARY","unobs",45,0,42,0,2,7,40,29,0,2,0,37,2009,"PECCARY_45","unobs_45"
"109","FLIP","2",45,1,13,0,1,4,11,2,0,2,NA,38,2009,"FLIP_45","2_45"
"110","FLIP","3",45,0,1,0,0,0,1,0,0,2,NA,38,2009,"FLIP_45","3_45"
"111","FLIP","4",45,0,4,0,1,2,3,1,0,2,NA,38,2009,"FLIP_45","4_45"
"112","FLIP","5",45,0,11,0,0,2,9,2,0,2,NA,38,2009,"FLIP_45","5_45"
"113","FLIP","6",45,0,6,0,0,0,4,2,0,2,NA,38,2009,"FLIP_45","6_45"
"114","FLIP","7",45,0,12,0,0,0,0,12,0,2,NA,38,2009,"FLIP_45","7_45"
"115","FLIP","unobs",45,0,42,1,1,7,40,29,0,2,NA,38,2009,"FLIP_45","unobs_45"
"116","NOTCH","2",45,1,13,0,1,4,11,2,0,2,0,39,2009,"NOTCH_45","2_45"
"117","NOTCH","3",45,0,1,0,0,0,1,0,0,2,0,39,2009,"NOTCH_45","3_45"
"118","NOTCH","4",45,0,4,0,0,2,3,1,0,2,0,39,2009,"NOTCH_45","4_45"
"119","NOTCH","5",45,0,11,0,0,2,9,2,0,2,0,39,2009,"NOTCH_45","5_45"
"120","NOTCH","6",45,0,6,0,0,0,4,2,0,2,0,39,2009,"NOTCH_45","6_45"
"121","NOTCH","7",45,0,12,0,0,0,0,12,0,2,0,39,2009,"NOTCH_45","7_45"
"122","NOTCH","unobs",45,0,42,1,1,7,40,29,0,2,0,39,2009,"NOTCH_45","unobs_45"
"123","GROOVE","2",45,1,13,0,1,4,11,2,0,2,NA,40,2009,"GROOVE_45","2_45"
"124","GROOVE","3",45,0,1,0,0,0,1,0,0,2,NA,40,2009,"GROOVE_45","3_45"
"125","GROOVE","4",45,0,4,0,0,2,3,1,0,2,NA,40,2009,"GROOVE_45","4_45"
"126","GROOVE","5",45,0,11,0,0,2,9,2,0,2,NA,40,2009,"GROOVE_45","5_45"
"127","GROOVE","6",45,0,6,1,0,0,4,2,0,2,NA,40,2009,"GROOVE_45","6_45"
"128","GROOVE","7",45,0,12,0,0,0,0,12,0,2,NA,40,2009,"GROOVE_45","7_45"
"129","GROOVE","unobs",45,0,42,0,2,7,40,29,0,2,NA,40,2009,"GROOVE_45","unobs_45"
"130","CROSS","2",45,1,13,1,2,2,11,2,0,1,NA,41,2009,"CROSS_45","2_45"
"131","CROSS","3",45,0,1,0,0,0,1,0,0,1,NA,41,2009,"CROSS_45","3_45"
"132","CROSS","4",45,0,4,0,0,1,3,1,0,1,NA,41,2009,"CROSS_45","4_45"
"133","CROSS","5",45,0,11,0,2,1,9,2,0,1,NA,41,2009,"CROSS_45","5_45"
"134","CROSS","6",45,0,6,0,0,1,4,2,0,1,NA,41,2009,"CROSS_45","6_45"
"135","CROSS","7",45,0,12,0,0,0,0,12,0,1,NA,41,2009,"CROSS_45","7_45"
"136","CROSS","unobs",45,0,42,0,1,13,40,29,0,1,NA,41,2009,"CROSS_45","unobs_45"
"137","CRANE","2",45,1,13,0,1,2,11,2,0,1,NA,42,2009,"CRANE_45","2_45"
"138","CRANE","3",45,0,1,0,0,0,1,0,0,1,NA,42,2009,"CRANE_45","3_45"
"139","CRANE","4",45,0,4,0,0,1,3,1,0,1,NA,42,2009,"CRANE_45","4_45"
"140","CRANE","5",45,0,11,0,0,1,9,2,0,1,NA,42,2009,"CRANE_45","5_45"
"141","CRANE","6",45,0,6,0,0,1,4,2,0,1,NA,42,2009,"CRANE_45","6_45"
"142","CRANE","7",45,0,12,0,0,0,0,12,0,1,NA,42,2009,"CRANE_45","7_45"
"143","CRANE","unobs",45,0,42,1,1,13,40,29,0,1,NA,42,2009,"CRANE_45","unobs_45"
"144","FLAXEN","2",45,0,13,0,0,0,11,2,0,16,NA,43,2009,"FLAXEN_45","2_45"
"145","FLAXEN","3",45,1,1,0,1,1,1,0,0,16,NA,43,2009,"FLAXEN_45","3_45"
"146","FLAXEN","4",45,0,4,0,0,0,3,1,0,16,NA,43,2009,"FLAXEN_45","4_45"
"147","FLAXEN","5",45,0,11,0,0,0,9,2,0,16,NA,43,2009,"FLAXEN_45","5_45"
"148","FLAXEN","6",45,0,6,0,0,0,4,2,0,16,NA,43,2009,"FLAXEN_45","6_45"
"149","FLAXEN","7",45,0,12,0,1,0,0,12,0,16,NA,43,2009,"FLAXEN_45","7_45"
"150","FLAXEN","unobs",45,0,42,1,1,0,40,29,0,16,NA,43,2009,"FLAXEN_45","unobs_45"
"151","PATCH","2",45,0,13,0,0,0,11,2,0,6,0,44,2009,"PATCH_45","2_45"
"152","PATCH","3",45,0,1,0,0,0,1,0,0,6,0,44,2009,"PATCH_45","3_45"
"153","PATCH","4",45,1,4,0,1,1,3,1,0,6,0,44,2009,"PATCH_45","4_45"
"154","PATCH","5",45,0,11,1,0,0,9,2,0,6,0,44,2009,"PATCH_45","5_45"
"155","PATCH","6",45,0,6,0,0,1,4,2,0,6,0,44,2009,"PATCH_45","6_45"
"156","PATCH","7",45,0,12,0,0,2,0,12,0,6,0,44,2009,"PATCH_45","7_45"
"157","PATCH","unobs",45,0,42,0,2,2,40,29,0,6,0,44,2009,"PATCH_45","unobs_45"
"158","CLAW","2",45,0,13,0,0,4,11,2,0,2,NA,45,2009,"CLAW_45","2_45"
"159","CLAW","3",45,0,1,0,0,0,1,0,0,2,NA,45,2009,"CLAW_45","3_45"
"160","CLAW","4",45,1,4,0,1,2,3,1,0,2,NA,45,2009,"CLAW_45","4_45"
"161","CLAW","5",45,0,11,0,1,2,9,2,0,2,NA,45,2009,"CLAW_45","5_45"
"162","CLAW","6",45,0,6,0,0,0,4,2,0,2,NA,45,2009,"CLAW_45","6_45"
"163","CLAW","7",45,0,12,0,0,0,0,12,0,2,NA,45,2009,"CLAW_45","7_45"
"164","CLAW","unobs",45,0,42,1,1,7,40,29,0,2,NA,45,2009,"CLAW_45","unobs_45"
"165","BLADE","2",45,0,13,0,0,4,11,2,0,2,0,46,2009,"BLADE_45","2_45"
"166","BLADE","3",45,0,1,0,0,0,1,0,0,2,0,46,2009,"BLADE_45","3_45"
"167","BLADE","4",45,1,4,0,1,2,3,1,0,2,0,46,2009,"BLADE_45","4_45"
"168","BLADE","5",45,0,11,1,0,2,9,2,0,2,0,46,2009,"BLADE_45","5_45"
"169","BLADE","6",45,0,6,0,0,0,4,2,0,2,0,46,2009,"BLADE_45","6_45"
"170","BLADE","7",45,0,12,0,0,0,0,12,0,2,0,46,2009,"BLADE_45","7_45"
"171","BLADE","unobs",45,0,42,0,1,7,40,29,0,2,0,46,2009,"BLADE_45","unobs_45"
"172","MOTH","2",45,0,13,0,1,2,11,2,0,1,NA,47,2009,"MOTH_45","2_45"
"173","MOTH","3",45,0,1,0,0,0,1,0,0,1,NA,47,2009,"MOTH_45","3_45"
"174","MOTH","4",45,1,4,0,1,1,3,1,0,1,NA,47,2009,"MOTH_45","4_45"
"175","MOTH","5",45,0,11,0,0,1,9,2,0,1,NA,47,2009,"MOTH_45","5_45"
"176","MOTH","6",45,0,6,0,0,1,4,2,0,1,NA,47,2009,"MOTH_45","6_45"
"177","MOTH","7",45,0,12,0,0,0,0,12,0,1,NA,47,2009,"MOTH_45","7_45"
"178","MOTH","unobs",45,0,42,1,1,13,40,29,0,1,NA,47,2009,"MOTH_45","unobs_45"
"179","BEAN","2",45,0,13,0,0,1,11,2,0,3,NA,48,2009,"BEAN_45","2_45"
"180","BEAN","3",45,0,1,0,0,0,1,0,0,3,NA,48,2009,"BEAN_45","3_45"
"181","BEAN","4",45,0,4,0,1,0,3,1,0,3,NA,48,2009,"BEAN_45","4_45"
"182","BEAN","5",45,1,11,0,1,1,9,2,0,3,NA,48,2009,"BEAN_45","5_45"
"183","BEAN","6",45,0,6,0,0,0,4,2,0,3,NA,48,2009,"BEAN_45","6_45"
"184","BEAN","7",45,0,12,0,0,0,0,12,0,3,NA,48,2009,"BEAN_45","7_45"
"185","BEAN","unobs",45,0,42,1,1,1,40,29,0,3,NA,48,2009,"BEAN_45","unobs_45"
"186","KANOB","2",45,0,13,0,0,2,11,2,0,11,0,49,2009,"KANOB_45","2_45"
"187","KANOB","3",45,0,1,0,0,0,1,0,0,11,0,49,2009,"KANOB_45","3_45"
"188","KANOB","4",45,0,4,0,0,0,3,1,0,11,0,49,2009,"KANOB_45","4_45"
"189","KANOB","5",45,1,11,0,1,1,9,2,0,11,0,49,2009,"KANOB_45","5_45"
"190","KANOB","6",45,0,6,0,1,0,4,2,0,11,0,49,2009,"KANOB_45","6_45"
"191","KANOB","7",45,0,12,0,2,0,0,12,0,11,0,49,2009,"KANOB_45","7_45"
"192","KANOB","unobs",45,0,42,1,0,1,40,29,0,11,0,49,2009,"KANOB_45","unobs_45"
"193","CAPER","2",45,0,13,0,0,0,11,2,0,14,NA,50,2009,"CAPER_45","2_45"
"194","CAPER","3",45,0,1,0,0,0,1,0,0,14,NA,50,2009,"CAPER_45","3_45"
"195","CAPER","4",45,0,4,0,0,0,3,1,0,14,NA,50,2009,"CAPER_45","4_45"
"196","CAPER","5",45,1,11,0,1,2,9,2,0,14,NA,50,2009,"CAPER_45","5_45"
"197","CAPER","6",45,0,6,0,0,0,4,2,0,14,NA,50,2009,"CAPER_45","6_45"
"198","CAPER","7",45,0,12,0,0,0,0,12,0,14,NA,50,2009,"CAPER_45","7_45"
"199","CAPER","unobs",45,0,42,1,1,2,40,29,0,14,NA,50,2009,"CAPER_45","unobs_45"
"200","TURNIP","2",45,0,13,0,0,3,11,2,0,5,0,51,2009,"TURNIP_45","2_45"
"201","TURNIP","3",45,0,1,0,0,0,1,0,0,5,0,51,2009,"TURNIP_45","3_45"
"202","TURNIP","4",45,0,4,0,0,0,3,1,0,5,0,51,2009,"TURNIP_45","4_45"
"203","TURNIP","5",45,1,11,0,1,1,9,2,0,5,0,51,2009,"TURNIP_45","5_45"
"204","TURNIP","6",45,0,6,0,1,1,4,2,0,5,0,51,2009,"TURNIP_45","6_45"
"205","TURNIP","7",45,0,12,0,0,1,0,12,0,5,0,51,2009,"TURNIP_45","7_45"
"206","TURNIP","unobs",45,0,42,1,2,1,40,29,0,5,0,51,2009,"TURNIP_45","unobs_45"
"207","ROOT","2",45,0,13,1,2,0,11,2,0,8,0,52,2009,"ROOT_45","2_45"
"208","ROOT","3",45,0,1,0,0,0,1,0,0,8,0,52,2009,"ROOT_45","3_45"
"209","ROOT","4",45,0,4,0,0,0,3,1,0,8,0,52,2009,"ROOT_45","4_45"
"210","ROOT","5",45,1,11,0,2,3,9,2,0,8,0,52,2009,"ROOT_45","5_45"
"211","ROOT","6",45,0,6,0,0,1,4,2,0,8,0,52,2009,"ROOT_45","6_45"
"212","ROOT","7",45,0,12,0,0,1,0,12,0,8,0,52,2009,"ROOT_45","7_45"
"213","ROOT","unobs",45,0,42,0,1,3,40,29,0,8,0,52,2009,"ROOT_45","unobs_45"
"214","PLUMA","2",45,0,13,0,0,0,11,2,0,8,0,53,2009,"PLUMA_45","2_45"
"215","PLUMA","3",45,0,1,0,0,0,1,0,0,8,0,53,2009,"PLUMA_45","3_45"
"216","PLUMA","4",45,0,4,0,0,0,3,1,0,8,0,53,2009,"PLUMA_45","4_45"
"217","PLUMA","5",45,1,11,0,1,3,9,2,0,8,0,53,2009,"PLUMA_45","5_45"
"218","PLUMA","6",45,0,6,0,1,1,4,2,0,8,0,53,2009,"PLUMA_45","6_45"
"219","PLUMA","7",45,0,12,0,0,1,0,12,0,8,0,53,2009,"PLUMA_45","7_45"
"220","PLUMA","unobs",45,0,42,1,1,3,40,29,0,8,0,53,2009,"PLUMA_45","unobs_45"
"221","PALOUSE","2",45,0,13,0,0,0,11,2,0,14,0,54,2009,"PALOUSE_45","2_45"
"222","PALOUSE","3",45,0,1,0,0,0,1,0,0,14,0,54,2009,"PALOUSE_45","3_45"
"223","PALOUSE","4",45,0,4,0,0,0,3,1,0,14,0,54,2009,"PALOUSE_45","4_45"
"224","PALOUSE","5",45,1,11,0,1,2,9,2,0,14,0,54,2009,"PALOUSE_45","5_45"
"225","PALOUSE","6",45,0,6,0,0,0,4,2,0,14,0,54,2009,"PALOUSE_45","6_45"
"226","PALOUSE","7",45,0,12,0,0,0,0,12,0,14,0,54,2009,"PALOUSE_45","7_45"
"227","PALOUSE","unobs",45,0,42,1,0,2,40,29,0,14,0,54,2009,"PALOUSE_45","unobs_45"
"228","ACER","2",45,0,13,0,0,0,11,2,0,8,NA,55,2009,"ACER_45","2_45"
"229","ACER","3",45,0,1,0,0,0,1,0,0,8,NA,55,2009,"ACER_45","3_45"
"230","ACER","4",45,0,4,0,0,0,3,1,0,8,NA,55,2009,"ACER_45","4_45"
"231","ACER","5",45,1,11,0,1,3,9,2,0,8,NA,55,2009,"ACER_45","5_45"
"232","ACER","6",45,0,6,1,0,1,4,2,0,8,NA,55,2009,"ACER_45","6_45"
"233","ACER","7",45,0,12,0,0,1,0,12,0,8,NA,55,2009,"ACER_45","7_45"
"234","ACER","unobs",45,0,42,0,3,3,40,29,0,8,NA,55,2009,"ACER_45","unobs_45"
"235","CHRONOS","2",45,0,13,1,2,4,11,2,0,2,NA,56,2009,"CHRONOS_45","2_45"
"236","CHRONOS","3",45,0,1,0,0,0,1,0,0,2,NA,56,2009,"CHRONOS_45","3_45"
"237","CHRONOS","4",45,0,4,0,0,2,3,1,0,2,NA,56,2009,"CHRONOS_45","4_45"
"238","CHRONOS","5",45,1,11,0,2,2,9,2,0,2,NA,56,2009,"CHRONOS_45","5_45"
"239","CHRONOS","6",45,0,6,0,0,0,4,2,0,2,NA,56,2009,"CHRONOS_45","6_45"
"240","CHRONOS","7",45,0,12,0,0,0,0,12,0,2,NA,56,2009,"CHRONOS_45","7_45"
"241","CHRONOS","unobs",45,0,42,0,1,7,40,29,0,2,NA,56,2009,"CHRONOS_45","unobs_45"
"242","MOSS","2",45,0,13,0,0,4,11,2,0,2,NA,57,2009,"MOSS_45","2_45"
"243","MOSS","3",45,0,1,0,0,0,1,0,0,2,NA,57,2009,"MOSS_45","3_45"
"244","MOSS","4",45,0,4,0,0,2,3,1,0,2,NA,57,2009,"MOSS_45","4_45"
"245","MOSS","5",45,1,11,0,1,2,9,2,0,2,NA,57,2009,"MOSS_45","5_45"
"246","MOSS","6",45,0,6,0,0,0,4,2,0,2,NA,57,2009,"MOSS_45","6_45"
"247","MOSS","7",45,0,12,0,0,0,0,12,0,2,NA,57,2009,"MOSS_45","7_45"
"248","MOSS","unobs",45,0,42,1,2,7,40,29,0,2,NA,57,2009,"MOSS_45","unobs_45"
"249","WORM","2",45,0,13,0,1,2,11,2,0,1,NA,58,2009,"WORM_45","2_45"
"250","WORM","3",45,0,1,0,0,0,1,0,0,1,NA,58,2009,"WORM_45","3_45"
"251","WORM","4",45,0,4,0,0,1,3,1,0,1,NA,58,2009,"WORM_45","4_45"
"252","WORM","5",45,1,11,1,1,1,9,2,0,1,NA,58,2009,"WORM_45","5_45"
"253","WORM","6",45,0,6,0,0,1,4,2,0,1,NA,58,2009,"WORM_45","6_45"
"254","WORM","7",45,0,12,0,0,0,0,12,0,1,NA,58,2009,"WORM_45","7_45"
"255","WORM","unobs",45,0,42,0,1,13,40,29,0,1,NA,58,2009,"WORM_45","unobs_45"
"256","TURNIP","2",45,0,13,0,0,3,11,2,0,5,0,59,2009,"TURNIP_45","2_45"
"257","TURNIP","3",45,0,1,0,0,0,1,0,0,5,0,59,2009,"TURNIP_45","3_45"
"258","TURNIP","4",45,0,4,0,0,0,3,1,0,5,0,59,2009,"TURNIP_45","4_45"
"259","TURNIP","5",45,0,11,0,1,1,9,2,0,5,0,59,2009,"TURNIP_45","5_45"
"260","TURNIP","6",45,1,6,0,1,1,4,2,0,5,0,59,2009,"TURNIP_45","6_45"
"261","TURNIP","7",45,0,12,0,0,1,0,12,0,5,0,59,2009,"TURNIP_45","7_45"
"262","TURNIP","unobs",45,0,42,1,2,1,40,29,0,5,0,59,2009,"TURNIP_45","unobs_45"
"263","REED","2",45,0,13,0,1,0,11,2,0,12,0,60,2009,"REED_45","2_45"
"264","REED","3",45,0,1,0,0,0,1,0,0,12,0,60,2009,"REED_45","3_45"
